medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 11:24,CRD,7.5,0,0.5,1.5,0,9.5
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 10:54,CRD,7,0,0.5,1,0,8.5
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 7:05,CRD,28,0,0.5,7,4.8,40.3
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 11:45,CRD,19,0,0.5,0,0,19.5
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 8:20,CRD,14,0,0.5,3.5,0,18
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 10:42,CSH,9,0,0.5,0,0,9.5
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 9:26,CRD,11.5,0,0.5,4,0,16
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 12:20,CRD,5,0,0.5,1,0,6.5
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 11:42,CRD,4,0,0.5,1,0,5.5
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 11:12,CRD,7,0,0.5,1,0,8.5
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 13:28,CSH,7.5,0,0.5,0,0,8
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 12:56,CRD,10,0,0.5,2,0,12.5
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 10:07,CSH,5.5,0,0.5,0,0,6
00A74F4CAB098B3A345A580BFCEEA467,FA1FF1C282929028D8DFC13A87B23E04,BTS,1/13/2013 14:11,CSH,9.5,0,0.5,0,0,10
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 10:32,CSH,6,0,0.5,0,0,6.5
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 7:01,CRD,12,0,0.5,0,0,12.5
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 10:41,CRD,7,0,0.5,1,0,8.5
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 3:33,CRD,11.5,0.5,0.5,2.4,0,14.9
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 11:56,CRD,12,0,0.5,2,0,14.5
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 8:43,CSH,3,0,0.5,0,0,3.5
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 10:11,CSH,6.5,0,0.5,0,0,7
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 11:04,CRD,11,0,0.5,1.5,0,13
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 10:50,CSH,10,0,0.5,0,0,10.5
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 13:28,CRD,5.5,0,0.5,0,0,6
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 11:34,CSH,26.5,0,0.5,0,0,27
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 12:14,CRD,10.5,0,0.5,2.1,0,13.1
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 8:23,CRD,3.5,0,0.5,0.88,0,4.88
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 10:18,CSH,3,0,0.5,0,0,3.5
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 14:06,CSH,7.5,0,0.5,0,0,8
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 13:10,CSH,6.5,0,0.5,0,0,7
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 12:28,CRD,25,0,0.5,7.5,0,33
00B7EA9C3A09BEFD804B6C5465B92D56,2AF7F12032B8E5F4B193EDD98F603B6F,BTS,1/13/2013 14:56,CSH,9.5,0,0.5,0,0,10
00BD5D1AD3A96C997E49E0453A6C5DF1,F07E164271BFB17C8FA9F47AF0A3D2E4,BTS,1/13/2013 11:55,CRD,6,0,0.5,1.2,0,7.7
00BD5D1AD3A96C997E49E0453A6C5DF1,F07E164271BFB17C8FA9F47AF0A3D2E4,BTS,1/13/2013 13:15,CSH,19,0,0.5,0,0,19.5
00BD5D1AD3A96C997E49E0453A6C5DF1,F07E164271BFB17C8FA9F47AF0A3D2E4,BTS,1/13/2013 12:17,CSH,9.5,0,0.5,0,0,10
00BD5D1AD3A96C997E49E0453A6C5DF1,F07E164271BFB17C8FA9F47AF0A3D2E4,BTS,1/13/2013 12:00,CRD,16.5,0,0.5,3.3,0,20.3
00BD5D1AD3A96C997E49E0453A6C5DF1,F07E164271BFB17C8FA9F47AF0A3D2E4,BTS,1/13/2013 13:00,CRD,10.5,0,0.5,2.62,0,13.62
00BD5D1AD3A96C997E49E0453A6C5DF1,F07E164271BFB17C8FA9F47AF0A3D2E4,BTS,1/13/2013 12:46,CSH,11.5,0,0.5,0,0,12
00BD5D1AD3A96C997E49E0453A6C5DF1,F07E164271BFB17C8FA9F47AF0A3D2E4,BTS,1/13/2013 12:32,CRD,6.5,0,0.5,1,0,8
00C0D6B69E6F5960172489EF1F0DB20F,E8D999BB179454A55BE0B884789A9827,BTS,1/13/2013 10:26,CSH,7.5,0,0.5,0,0,8
00C0D6B69E6F5960172489EF1F0DB20F,E8D999BB179454A55BE0B884789A9827,BTS,1/13/2013 10:34,CSH,8.5,0,0.5,0,0,9
00C0D6B69E6F5960172489EF1F0DB20F,E8D999BB179454A55BE0B884789A9827,BTS,1/13/2013 11:18,CRD,6,0,0.5,1.5,0,8
00C0D6B69E6F5960172489EF1F0DB20F,E8D999BB179454A55BE0B884789A9827,BTS,1/13/2013 10:54,CSH,11.5,0,0.5,0,0,12
00C0D6B69E6F5960172489EF1F0DB20F,E8D999BB179454A55BE0B884789A9827,BTS,1/13/2013 11:05,CSH,13,0,0.5,0,0,13.5
00C0D6B69E6F5960172489EF1F0DB20F,E8D999BB179454A55BE0B884789A9827,BTS,1/13/2013 10:01,CRD,24.5,0,0.5,3,4.8,32.8
00C0D6B69E6F5960172489EF1F0DB20F,E8D999BB179454A55BE0B884789A9827,BTS,1/13/2013 10:19,CRD,5.5,0,0.5,1.1,0,7.1
00C0D6B69E6F5960172489EF1F0DB20F,E8D999BB179454A55BE0B884789A9827,BTS,1/13/2013 14:57,CSH,4.5,0,0.5,0,0,5
00D07524C1482FF5A3CB0932BE29003E,7BBD7E1C61757F8B66F1F478E4D743FD,BTS,1/13/2013 13:31,CRD,6,0,0.5,2,0,8.5
00D07524C1482FF5A3CB0932BE29003E,7BBD7E1C61757F8B66F1F478E4D743FD,BTS,1/13/2013 13:56,CRD,27.5,0,0.5,5.5,0,33.5
00D07524C1482FF5A3CB0932BE29003E,7BBD7E1C61757F8B66F1F478E4D743FD,BTS,1/13/2013 14:25,CSH,6,0,0.5,0,0,6.5
00E0904FC59DA2C363F6F70D8AAA3AFF,CA517AE81FB89BFD486FEF83830FFFB1,BTS,1/13/2013 2:39,CSH,12.5,0.5,0.5,0,0,13.5
00E13C3F85356F17D26CABD9088E730D,22A6B2B7ECAFC8F135750CC50FAB1414,BTS,1/13/2013 3:46,CRD,12,0.5,0.5,2.5,0,15.5
00E13C3F85356F17D26CABD9088E730D,22A6B2B7ECAFC8F135750CC50FAB1414,BTS,1/13/2013 3:22,CSH,15.5,0.5,0.5,0,0,16.5
00E13C3F85356F17D26CABD9088E730D,22A6B2B7ECAFC8F135750CC50FAB1414,BTS,1/13/2013 4:32,CSH,18,0.5,0.5,0,0,19
00E13C3F85356F17D26CABD9088E730D,42834D2C6C221FDA7CDAE3AC95A981D3,BTS,1/13/2013 11:06,CRD,33,0,0.5,0,0,33.5
00E13C3F85356F17D26CABD9088E730D,42834D2C6C221FDA7CDAE3AC95A981D3,BTS,1/13/2013 12:19,CSH,47,0,0.5,0,0,47.5
00E67F2CAC914F384C9803F02C7F85D9,A143B2C918D25477605C0C48757BBC04,BTS,1/13/2013 6:57,CRD,7.5,0,0.5,1.5,0,9.5
00E67F2CAC914F384C9803F02C7F85D9,D33D2B6EB5B863CF167D251FEADFF165,BTS,1/13/2013 4:13,CRD,26.5,0.5,0.5,5.4,0,32.9
00E67F2CAC914F384C9803F02C7F85D9,D33D2B6EB5B863CF167D251FEADFF165,BTS,1/13/2013 3:13,CRD,20,0.5,0.5,4.1,0,25.1
00E67F2CAC914F384C9803F02C7F85D9,A143B2C918D25477605C0C48757BBC04,BTS,1/13/2013 10:40,CSH,9,0,0.5,0,0,9.5
00E67F2CAC914F384C9803F02C7F85D9,A143B2C918D25477605C0C48757BBC04,BTS,1/13/2013 9:58,CRD,6.5,0,0.5,1.3,0,8.3
00E67F2CAC914F384C9803F02C7F85D9,A143B2C918D25477605C0C48757BBC04,BTS,1/13/2013 10:59,CSH,6.5,0,0.5,0,0,7
00E67F2CAC914F384C9803F02C7F85D9,A143B2C918D25477605C0C48757BBC04,BTS,1/13/2013 7:32,CRD,30,0,0.5,3,4.8,38.3
00E67F2CAC914F384C9803F02C7F85D9,A143B2C918D25477605C0C48757BBC04,BTS,1/13/2013 11:29,CRD,8,0,0.5,1.6,0,10.1
00E67F2CAC914F384C9803F02C7F85D9,A143B2C918D25477605C0C48757BBC04,BTS,1/13/2013 10:16,CSH,6,0,0.5,0,0,6.5
00E67F2CAC914F384C9803F02C7F85D9,A143B2C918D25477605C0C48757BBC04,BTS,1/13/2013 14:16,CSH,6,0,0.5,0,0,6.5
00EEA9525C3C7B6DF582BFBDBB938A7D,43F6D28ACF21D1D4C0395BEE3005DB52,BTS,1/13/2013 6:49,CSH,63.5,0,0.5,0,0,64
00EEA9525C3C7B6DF582BFBDBB938A7D,8347AF7A4DFA543EE7CC8558639658AA,BTS,1/13/2013 4:43,CSH,3.5,0.5,0.5,0,0,4.5
00EEA9525C3C7B6DF582BFBDBB938A7D,43F6D28ACF21D1D4C0395BEE3005DB52,BTS,1/13/2013 10:06,CRD,45,0,0.5,9,0,54.5
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 10:21,CSH,10,0,0.5,0,0,10.5
00FB3D49C3DE5E00247421028A43A731,772579235AA7686FAC4FA8C8BEA658D4,BTS,1/13/2013 4:27,CSH,14.5,0.5,0.5,0,0,15.5
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 9:14,CSH,17.5,0,0.5,0,0,18
00FB3D49C3DE5E00247421028A43A731,772579235AA7686FAC4FA8C8BEA658D4,BTS,1/13/2013 3:56,CRD,8.5,0.5,0.5,1.5,0,11
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 11:54,CRD,5.5,0,0.5,1.65,0,7.65
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 11:19,CSH,10.5,0,0.5,0,0,11
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 10:33,CRD,17,0,0.5,3.4,0,20.9
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 12:08,CRD,7,0,0.5,1.4,0,8.9
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 13:15,CRD,19,0,0.5,4.75,0,24.25
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 11:39,CSH,11.5,0,0.5,0,0,12
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 13:04,CRD,8.5,0,0.5,1.7,0,10.7
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 13:57,CRD,13,0,0.5,2.6,0,16.1
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 13:43,CSH,3,0,0.5,0,0,3.5
00FB3D49C3DE5E00247421028A43A731,2FE9596A0E107B449739E47D8157ED69,BTS,1/13/2013 12:51,CRD,8,0,0.5,1.6,0,10.1
00FD1D146C1899CEDB738490659CAD30,803175424F36D78AD47CA683543384BC,BTS,1/13/2013 4:38,CRD,15,0.5,0.5,0,0,16
00FF7906D2968161B83E04AF033CF02E,704561F06342BEC6B24E4B065B02BF9D,BTS,1/13/2013 4:48,CRD,7.5,0.5,0.5,2,0,10.5
00FF7906D2968161B83E04AF033CF02E,7C1E231E5388943A3345AAD484351F03,BTS,1/13/2013 12:37,CRD,15,0,0.5,4.5,0,20
00FF7906D2968161B83E04AF033CF02E,7C1E231E5388943A3345AAD484351F03,BTS,1/13/2013 11:50,CSH,19.5,0,0.5,0,0,20
00FF7906D2968161B83E04AF033CF02E,7C1E231E5388943A3345AAD484351F03,BTS,1/13/2013 12:56,CRD,6,0,0.5,1.2,0,7.7
00FF7906D2968161B83E04AF033CF02E,7C1E231E5388943A3345AAD484351F03,BTS,1/13/2013 14:18,CSH,9,0,0.5,0,0,9.5
00FF7906D2968161B83E04AF033CF02E,7C1E231E5388943A3345AAD484351F03,BTS,1/13/2013 12:25,CSH,8,0,0.5,0,0,8.5
00FF7906D2968161B83E04AF033CF02E,704561F06342BEC6B24E4B065B02BF9D,BTS,1/13/2013 3:34,CSH,11.5,0.5,0.5,0,0,12.5
00FF7906D2968161B83E04AF033CF02E,7C1E231E5388943A3345AAD484351F03,BTS,1/13/2013 14:08,CSH,6,0,0.5,0,0,6.5
00FF7906D2968161B83E04AF033CF02E,7C1E231E5388943A3345AAD484351F03,BTS,1/13/2013 13:35,CSH,13,0,0.5,0,0,13.5
00FF7906D2968161B83E04AF033CF02E,7C1E231E5388943A3345AAD484351F03,BTS,1/13/2013 13:07,CRD,16,0,0.5,2,0,18.5
0101469355E11C48FDE433CD82030560,7CBA86538F8D240741F04354FE0E193A,BTS,1/13/2013 4:26,CSH,10,0.5,0.5,0,0,11
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 7:52,CSH,6,0,0.5,0,0,6.5
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 6:22,CRD,5,0,0.5,1,0,6.5
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 9:04,CSH,10.5,0,0.5,0,0,11
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 10:39,CSH,7,0,0.5,0,0,7.5
011D4D788982F461B5CEC68008AD5D10,B621C14233CA14EE699B16E06D472F2F,BTS,1/13/2013 3:08,CRD,21,0.5,0.5,2,0,24
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 11:13,CSH,16.5,0,0.5,0,0,17
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 7:37,CSH,6.5,0,0.5,0,0,7
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 8:22,CRD,9.5,0,0.5,1.9,0,11.9
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 7:44,CSH,6.5,0,0.5,0,0,7
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 12:06,CRD,8.5,0,0.5,1.7,0,10.7
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 11:45,CSH,11.5,0,0.5,0,0,12
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 12:48,CRD,20.5,0,0.5,4.1,0,25.1
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 9:50,CSH,31,0,0.5,0,4.8,36.3
011D4D788982F461B5CEC68008AD5D10,66C0E1C50723FE0874DECD4D0AFA939D,BTS,1/13/2013 13:07,CRD,13.5,0,0.5,3.38,0,17.38
012B65864B3BE97D67DDC0D086413E0C,78EFE547F1D3615B2204854E6244D63A,BTS,1/13/2013 4:10,CSH,13.5,0.5,0.5,0,0,14.5
012B65864B3BE97D67DDC0D086413E0C,78EFE547F1D3615B2204854E6244D63A,BTS,1/13/2013 3:44,CSH,12.5,0.5,0.5,0,0,13.5
012B65864B3BE97D67DDC0D086413E0C,78EFE547F1D3615B2204854E6244D63A,BTS,1/13/2013 4:26,CRD,11.5,0.5,0.5,2.4,0,14.9
012B65864B3BE97D67DDC0D086413E0C,79588FD3D96D8F2D0E212616E0B354A2,BTS,1/13/2013 12:07,CRD,39,0,0.5,6,0,45.5
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 7:11,CSH,14,0,0.5,0,0,14.5
012F172C0351A4767F60F6B6B2CF9E86,7630F6BAD49378062A60E0101941DB29,BTS,1/13/2013 2:20,CRD,18,0.5,0.5,0,0,19
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 9:08,CSH,10,0,0.5,0,0,10.5
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 9:45,CRD,8.5,0,0.5,2.55,0,11.55
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 8:03,CSH,10,0,0.5,0,0,10.5
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 7:39,CSH,6.5,0,0.5,0,0,7
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 10:10,CSH,5,0,0.5,0,0,5.5
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 5:56,CSH,4.5,0.5,0.5,0,0,5.5
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 11:58,CRD,20,0,0.5,6,0,26.5
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 13:28,CSH,7,0,0.5,0,0,7.5
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 12:17,CRD,8,0,0.5,4,0,12.5
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 7:52,CRD,8.5,0,0.5,1.5,0,10.5
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 11:45,CSH,8,0,0.5,0,0,8.5
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 11:17,CRD,36.5,0,0.5,7.3,4.8,49.1
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 8:28,CSH,6.5,0,0.5,0,0,7
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 13:05,CRD,16.5,0,0.5,2,0,19
012F172C0351A4767F60F6B6B2CF9E86,DBD256476DF2060C581E85BB8F6DA512,BTS,1/13/2013 14:08,CSH,10.5,0,0.5,0,0,11
01389E9CF7758ECAC205EE26B2DD542A,AE5FB5DA59B0BFB43E4094DA21511F64,BTS,1/13/2013 2:23,CRD,22,0.5,0.5,5.62,0,28.62
01389E9CF7758ECAC205EE26B2DD542A,AE5FB5DA59B0BFB43E4094DA21511F64,BTS,1/13/2013 3:23,CSH,12.5,0.5,0.5,0,0,13.5
01389E9CF7758ECAC205EE26B2DD542A,AE5FB5DA59B0BFB43E4094DA21511F64,BTS,1/13/2013 4:34,CRD,7,0.5,0.5,0,0,8
01437B898F3B5BBAD69CCD7AE45032D7,505348F33D289C1026DBAA0B78B29625,BTS,1/13/2013 4:37,CSH,24,0.5,0.5,0,0,25
01437B898F3B5BBAD69CCD7AE45032D7,505348F33D289C1026DBAA0B78B29625,BTS,1/13/2013 3:33,CSH,11,0.5,0.5,0,0,12
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,BTS,1/13/2013 12:08,CRD,13,0,0.5,2.6,0,16.1
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,BTS,1/13/2013 10:58,CSH,6.5,0,0.5,0,0,7
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,BTS,1/13/2013 10:51,CRD,6,0,0.5,1.2,0,7.7
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,BTS,1/13/2013 13:27,CSH,6,0,0.5,0,0,6.5
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,BTS,1/13/2013 12:23,CRD,7.5,0,0.5,0,0,8
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,BTS,1/13/2013 11:24,CSH,10.5,0,0.5,0,0,11
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,BTS,1/13/2013 11:53,CSH,13,0,0.5,0,0,13.5
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,BTS,1/13/2013 13:02,CRD,7.5,0,0.5,1.5,0,9.5
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,BTS,1/13/2013 12:31,CSH,12,0,0.5,0,0,12.5
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,BTS,1/13/2013 12:55,CSH,8,0,0.5,0,0,8.5
014ACA98D3DDEC14F0C3B635CA4BC080,3451291400533DFB87B174B2806945C9,BTS,1/13/2013 10:06,CRD,8,0,0.5,1.6,0,10.1
014ACA98D3DDEC14F0C3B635CA4BC080,3451291400533DFB87B174B2806945C9,BTS,1/13/2013 11:03,CRD,7,0,0.5,1,0,8.5
014ACA98D3DDEC14F0C3B635CA4BC080,3451291400533DFB87B174B2806945C9,BTS,1/13/2013 14:12,CRD,7,0,0.5,1,0,8.5
0164F1BA04FE68BEF694DC338B0FB837,D4133527CF06260BA0E2D3D326044C5C,BTS,1/13/2013 9:27,CSH,13.5,0,0.5,0,0,14
0164F1BA04FE68BEF694DC338B0FB837,D4133527CF06260BA0E2D3D326044C5C,BTS,1/13/2013 10:26,CRD,9.5,0,0.5,2.38,0,12.38
0164F1BA04FE68BEF694DC338B0FB837,D4133527CF06260BA0E2D3D326044C5C,BTS,1/13/2013 13:20,CRD,6,0,0.5,1.2,0,7.7
0164F1BA04FE68BEF694DC338B0FB837,D4133527CF06260BA0E2D3D326044C5C,BTS,1/13/2013 9:45,CSH,7,0,0.5,0,0,7.5
0164F1BA04FE68BEF694DC338B0FB837,D4133527CF06260BA0E2D3D326044C5C,BTS,1/13/2013 13:31,CRD,8,0,0.5,1,0,9.5
0164F1BA04FE68BEF694DC338B0FB837,D4133527CF06260BA0E2D3D326044C5C,BTS,1/13/2013 8:24,CRD,8.5,0,0.5,1.7,0,10.7
0164F1BA04FE68BEF694DC338B0FB837,D4133527CF06260BA0E2D3D326044C5C,BTS,1/13/2013 12:09,CRD,15.5,0,0.5,3.1,0,19.1
0164F1BA04FE68BEF694DC338B0FB837,D4133527CF06260BA0E2D3D326044C5C,BTS,1/13/2013 13:04,CRD,10,0,0.5,2,0,12.5
0164F1BA04FE68BEF694DC338B0FB837,D4133527CF06260BA0E2D3D326044C5C,BTS,1/13/2013 12:35,CRD,11.5,0,0.5,2,0,14
0164F1BA04FE68BEF694DC338B0FB837,D4133527CF06260BA0E2D3D326044C5C,BTS,1/13/2013 14:13,CRD,11,0,0.5,2.2,0,13.7
01891D7CE2CB53580F7AE5435E001A41,07BC550D497044291BF41291F4ACF305,BTS,1/13/2013 11:12,CSH,9,0,0.5,0,0,9.5
01891D7CE2CB53580F7AE5435E001A41,07BC550D497044291BF41291F4ACF305,BTS,1/13/2013 9:48,CRD,6,0,0.5,1.5,0,8
01891D7CE2CB53580F7AE5435E001A41,07BC550D497044291BF41291F4ACF305,BTS,1/13/2013 12:04,CRD,9,0,0.5,2,0,11.5
01891D7CE2CB53580F7AE5435E001A41,07BC550D497044291BF41291F4ACF305,BTS,1/13/2013 12:48,CSH,7,0,0.5,0,0,7.5
01891D7CE2CB53580F7AE5435E001A41,07BC550D497044291BF41291F4ACF305,BTS,1/13/2013 11:47,CSH,7.5,0,0.5,0,0,8
01891D7CE2CB53580F7AE5435E001A41,07BC550D497044291BF41291F4ACF305,BTS,1/13/2013 12:58,CSH,6.5,0,0.5,0,0,7
01891D7CE2CB53580F7AE5435E001A41,07BC550D497044291BF41291F4ACF305,BTS,1/13/2013 12:14,CSH,6.5,0,0.5,0,0,7
01891D7CE2CB53580F7AE5435E001A41,07BC550D497044291BF41291F4ACF305,BTS,1/13/2013 13:08,CRD,52,0,0.5,10.4,0,62.9
01891D7CE2CB53580F7AE5435E001A41,07BC550D497044291BF41291F4ACF305,BTS,1/13/2013 14:52,CSH,52,0,0.5,0,0,52.5
01963F510A38DFB04FDCBB0574BF677A,34B4FFBAEDB3B682E7BFE2AAE3D78632,BTS,1/13/2013 2:16,CSH,14.5,0.5,0.5,0,0,15.5
01963F510A38DFB04FDCBB0574BF677A,E982190408EA3F03C95E1D233AD06F94,BTS,1/13/2013 14:21,CSH,7,0,0.5,0,0,7.5
019AFB33C3153481B058E243DED1E570,5B689CFE3C85623473CF0737485E58AC,BTS,1/13/2013 3:49,CRD,9.5,0.5,0.5,1,0,11.5
